Epoch_time_s,milliseconds_elapsed,Ax,Ay,Az,Gx,Gy,Gz
1609459212,795,-0.2167969,-0.8281249,0.05419922,-9.916031,73.71756,-56.90839
1609459213,0,-0.04394531,-1.09668,0.07226562,-25.17557,-18.48092,-0.3816794
1609459213,265,-0.06933594,-0.8393555,-0.2446289,22.56489,-66.28244,39.87786
1609459213,532,-0.1738281,-1.026367,0.02832031,16.58779,-38.72519,-1.59542
1609459213,802,-0.1655273,-0.7900391,0.01367188,-21.12977,-52.90839,-34.55725
1609459214,0,-0.1054688,-1.041016,0.08691406,-33.20611,-42.55725,-7.358778
1609459214,317,0.02929688,-0.8769531,-0.296875,25.51908,-77.74809,30.1145
1609459214,584,-0.2148438,-1.12793,0.01904297,1.854962,-53.22137,0.3129771
1609459215,0,-0.1166992,-0.8496094,0.04052734,-1.824428,-8.030535,-31.87023
1609459215,267,-0.04492188,-0.9580078,0.0571289,-13.72519,-64.1145,2.183206
