Ax,Ay,Az,Gx,Gy,Gz
-0.1953125,0.09375,0.8032227,-23.77099,1.938931,12.60305
-0.2954102,0.1230469,0.881836,-0.2977099,-3.885496,-14.14504
-0.3647461,0.2290039,1.145996,42.57252,-29.77099,-26.28244
-0.1420898,0.2202148,0.800293,17.85496,11.91603,-38.22901
-0.2734375,0.3413086,0.8081055,-1.740458,-10.33588,-28.94657
-0.3867188,0.3271484,0.9331055,-30.80153,-18.0229,-46.9313
-0.1953125,0.190918,1.033691,-12.37405,-9.160305,-29.0687
-0.215332,0.1176758,0.8935547,22.42748,4.526718,-47.73283
-0.3706055,0.1767578,0.8354492,48.23664,-7.198473,-65.94656
-0.07324219,0.3056641,0.9580078,27.87786,-13.19084,-40.70992
-0.269043,0.394043,0.7084961,19.8855,-11.74046,-53.37405
-0.3422852,0.3808594,0.8349609,-9.946565,-17.71756,-64.87786
-0.1748047,0.2421875,1.038086,-17.45802,-18.9313,-21.0458
-0.1523438,0.1113281,0.8842772,6.305344,-19.48092,-32.12214
-0.2910156,0.1547852,0.9301758,26.64886,-9.557252,-36.84733
-0.1723633,0.4272461,1.191406,7.541985,-50.77099,-29.27481
-0.1152344,0.402832,0.6977539,24.03817,2.648855,-24.34351
-0.2485352,0.3505859,0.8051758,0.5801527,-5.343512,-12.50382
-0.2592773,0.4140625,1.033691,-26.17557,-24.26718,17.0458
-0.08935547,0.1230469,0.9384766,-37.73283,10.35878,13.51908
-0.1801758,0.09765625,0.809082,-0.5267176,18.68702,11.72519
-0.3232422,0.2241211,1.04834,47.37405,9.770992,-1.48855
-0.1538086,0.3457031,0.8964844,-3.519084,-8.290076,-23.23664
-0.2470703,0.3896484,0.7998047,6.221374,-1.877863,-13.54962
-0.2641602,0.4257813,1.055176,-25.32825,-6.877862,1.679389
-0.152832,0.1552734,0.9111328,-13.54962,6.885496,13.84733
-0.2319336,0.1845703,0.8081055,-2.793893,6.480916,12.07634
-0.3198242,0.2441406,1.066406,9.748092,-8.167939,-27.87023
-0.09765625,0.3417969,0.9052734,9.969465,0.610687,-25.22137
-0.215332,0.3691406,0.7788086,1.114504,9.877864,-22.8855
-0.2983398,0.3793945,0.84375,-7.580153,-0.8931297,0.3206107
-0.1074219,0.1958008,1.192383,-68.8855,-19.94657,22.70992
-0.06640625,-0.009765625,0.8183594,-13.99237,17.90076,13.13741
-0.2587891,0.1210938,0.8930664,3.099237,-3.374046,10.38931
-0.2172852,0.2983398,1.224609,0.6259542,-33.60305,-16.25954
-0.1235352,0.2827148,0.7807617,7.89313,18.41221,-4.793893
-0.2563477,0.3618164,0.8505859,-10.32061,-1.961832,-3.152672
-0.2617188,0.4423828,1.126953,-33.0458,-10.66412,-0.03816794
-0.1269531,0.1513672,0.9770508,-34.14504,6.816794,17.82443
-0.2514648,0.1469727,0.8378906,5.977099,9.229008,-1.938931
-0.3476563,0.2324219,1.007813,38.8855,11.58015,-33.64122
-0.1225586,0.3291016,0.8417969,23.10687,-13.16031,-56.80153
-0.2773438,0.3505859,0.8046875,9.458015,-13.80916,-40.20611
-0.3188477,0.3574219,0.8740234,-2.320611,-18.34351,-35.14504
-0.1611328,0.2973633,1.100098,-17.99237,-41.39695,-12.22137
-0.1601563,0.1708984,0.9365234,0.2977099,14.29008,-29.36641
-0.2695313,0.2260742,0.9121094,31.74809,-2.007634,-48.50382
-0.3579102,0.394043,1.008789,37.34351,-51.42748,-45.83206
-0.1665039,0.4853516,0.9394531,-8.938931,-19.41221,-49.01527
-0.3144531,0.4331055,0.7783203,-4.21374,-11.39695,-42.46565
-0.409668,0.3583984,1.010254,-27.38931,-48.67176,-40.38931
-0.112793,0.2060547,0.9677734,24.57252,-18.75573,-61.74809
-0.2548828,0.078125,0.9145508,5.824428,-18.99237,-54.9771
-0.2055664,0.2246094,1.072754,23.29771,6,-46.79389
0.00390625,0.3144531,0.9589844,24.76336,15.64886,-52.21374
-0.1865234,0.3056641,0.8256836,2.526718,8.717557,-26.18321
-0.284668,0.3144531,0.8867187,-16.53435,3.916031,-16.03817
-0.1933594,0.1435547,0.9707031,-22.32061,-5,-8.351145
-0.1645508,0.08593751,0.8168945,1.793893,11.90076,9.374045
-0.2978516,0.1357422,0.8588867,0.7099237,2.732824,4.946565
-0.2182617,0.2617188,1.185547,5.10687,-36.03053,-3.984733
-0.1567383,0.2856445,0.8164063,9.290076,12.59542,-18.61832
-0.2729492,0.2792969,0.8364258,1.580153,4.114504,-8.167939
-0.2783203,0.3100586,1.024414,-18.26718,4.824428,7.961832
-0.1591797,0.1166992,0.9443359,-19.09924,12.42748,4.21374
-0.2080078,0.09619141,0.8569336,0.6564885,21.45802,14.35878
-0.2910156,0.1635742,0.9936523,7.312977,-2.923664,0.09160305
-0.03417969,0.2895508,1.095215,-19.61069,-2.007634,0.519084
-0.184082,0.2270508,0.7514648,10.63359,8.641221,-15.03817
-0.2827148,0.3032227,0.8603516,7.053435,-1.862595,-11.70229
-0.296875,0.3041992,1.016602,-35.26717,-8.251908,6.679389
-0.184082,0.1591797,0.9311523,-16.42748,10.21374,-4.480916
-0.1782227,0.1694336,0.8383789,27.67175,17.07634,14.90076
-0.2368164,0.1616211,1.013184,1.687023,-2.80916,-0.6564885
0.03222656,0.2490234,1.041016,-5.70229,14.40458,-10.62595
-0.175293,0.2504883,0.706543,15.21374,4.10687,-24.15267
-0.2954102,0.3500977,0.8422852,-8.351145,-14.16794,-20.15267
-0.3452148,0.3100586,1.069824,-17.85496,-1.89313,-20.53435
-0.1293945,0.1484375,0.9155273,8.083969,1.549618,-7.923664
-0.2001953,0.08593751,0.8061523,-3,12.72519,-27.32061
-0.3369141,0.06542969,1.021973,23.25954,-6.557252,-57.61069
-0.01220703,0.1665039,0.8686523,39.79389,-3.061069,-71.74809
-0.2788086,0.2773438,0.7114258,18.17557,-6.603054,-34.85496
-0.3305664,0.190918,0.8242188,2.351145,-5.557252,-46.66412
-0.1118164,0.1323242,0.9882813,-9.503817,-1.412214,-19.12214
-0.1787109,0.1030273,0.9194336,5.022901,2.175573,-46.64885
-0.309082,0.1049805,0.871582,25.93893,-9.854961,-75.61832
-0.5107422,0.1479492,1.004395,28.67175,-46.10687,-78.77863
-0.2524414,0.2817383,0.940918,31.00763,-12.0687,-50.26717
-0.2983398,0.2851563,0.8984375,-4.709924,-18.39695,-32.67176
-0.1494141,0.2583008,1.26416,-22.54962,-19.83206,3.427481
-0.1274414,0.1230469,0.8491211,-21.29008,-4.862596,-0.4198473
-0.2226563,0.1074219,0.9316406,6.305344,-0.02290076,-9.969465
-0.1625977,0.1977539,1.158203,-12.29008,-38.41221,-44.69466
-0.1855469,0.2700195,0.8124999,12.25191,3.763359,-13.78626
-0.2983398,0.2910156,0.7963867,-4.137404,3.709924,-16.10687
-0.3481445,0.2998047,0.9785156,-18.51145,-6.854962,-16.41221
-0.09472656,0.06884766,1.042969,-21.00763,6.290076,-13.36641
-0.215332,-0.01416016,0.7788086,-23.52672,-3.305344,16.40458
-0.2543945,0.05126953,1.026855,18.79389,1,16.08397
-0.03271484,0.1274414,1.068359,-12.81679,-8.992367,-6.419847
-0.2167969,0.1972656,0.7167969,3.015267,38.29771,0.7557252
-0.2348633,0.3164063,0.9140625,12.37405,10.23664,1.839695
-0.3613281,0.3354492,1.059082,-28.03817,-40.87786,-12.01527
-0.1694336,0.06054688,0.8823242,-35.48092,-1.40458,35.39695
-0.2587891,0.1186523,1.004395,12.83206,-0.3053435,13.64886
-0.06933594,0.3613281,1.092773,5.984733,-3.89313,-0.6717557
-0.184082,0.3427734,0.7548828,19.78626,2.48855,-1.740458
-0.3232422,0.3447266,0.7875977,-11.01527,-9.198473,-12.82443
-0.2358398,0.3134766,1.160645,-25.40458,-20.61069,12.79389
-0.2612305,0.08837891,0.8178711,-19.9313,-0.2671756,38.39695
-0.293457,0.09765625,0.8515625,-9.862596,4.91603,8.099236
-0.5493164,0.265625,0.9995117,31.15267,0.3358779,-30.35878
-0.1240234,0.1870117,0.8515625,-13.60305,8.534351,-8.129771
-0.3125,0.269043,0.815918,-2.725191,6.442748,-2.931298
-0.5664063,0.4057617,0.9067383,22.07634,32.31298,12.1145
-0.2939453,0.2075195,0.9121094,1.938931,13.72519,5.183206
-0.4179688,0.2368164,0.7954102,-3.854962,14.21374,5.832061
-0.6113281,0.3867188,0.8295898,29.16031,-2.687023,-14.83969
-0.4331055,0.409668,0.7006836,-0.7099237,-2.312977,-2.694656
-0.4355469,0.3291016,0.8271484,-13.16794,9.854961,13.15267
-0.4511719,0.2910156,0.7944336,-15.03053,-6.366412,1.679389
-0.5048828,0.3100586,0.7832031,4.045802,-8.801527,-19.67175
-0.5224609,0.3598633,0.9233398,-4.526718,-37.53435,-13.92366
-0.375,0.4833984,0.7197266,12.80153,-10.33588,-11.09924
-0.5825195,0.5048828,0.6694336,17.67175,-2.564886,-13.12214
-0.4223633,0.4189453,0.7939454,-2.618321,2.977099,1.030534
-0.4775391,0.3779297,0.7827148,-10.59542,22.03053,12.55725
-0.5429688,0.3427734,0.7602539,-1.618321,2.938931,-2.320611
-0.4160156,0.4594727,0.9008789,-25.91603,-56.96183,-11.20611
-0.4311523,0.4414063,0.6987305,-1.534351,-9.900764,-8.893129
-0.4711914,0.4130859,0.6469727,-10.33588,3.282443,4.496183
-0.4033203,0.2866211,0.8769531,-8.465649,4.992366,-16.56489
-0.5097656,0.3837891,0.7167969,11.37405,-12.47328,-24.74809
-0.5371094,0.3417969,0.8217773,37.63359,-2.022901,-25.91603
-0.3476563,0.3588867,0.7368164,58.45802,28.96947,-6.099236
-0.5092773,0.3945313,0.6357422,-19.64886,12.80153,36.64122
-0.4560547,0.5869141,0.7089844,-33.91603,15.87786,31.06107
-0.5288086,0.2880859,0.6762695,15.76336,33.12977,8.236641
-0.5742188,0.3920898,0.7348633,-9.709924,-2.229008,-13.21374
-0.618164,0.3828125,0.6171875,16.83206,-19.90076,-38.59542
-0.6396484,0.375,0.756836,61.49618,-23.73282,-52.54198
-0.484375,0.6689454,0.3427734,-2.671756,-54.42748,-67.37405
-0.503418,0.5693359,0.6425781,32.35878,-44.25191,-64.67939
-0.5869141,0.5112305,0.7880859,-45.05344,-44.28244,-46.27481
-0.4091797,0.2954102,0.8222656,72.92367,21.44275,-52.1603
-0.4277344,0.2524414,0.762207,-0.6259542,-0.7709923,-28.86259
-0.5551758,0.3603516,0.7758789,17.20611,12.98473,-11.61832
-0.5161133,0.5952148,0.7441406,41.54962,0.2366412,-17.42748
-0.4824219,0.4711914,0.6054688,-20.41222,-13,-15.64886
-0.6376953,0.465332,0.6396484,-8.702291,-4.137404,-7.740458
-0.4316407,0.4926758,0.8579102,17.64886,-36.25954,-17.58779
-0.4511719,0.2666016,0.6450195,-28.06107,-9.778625,7.022901
-0.5493164,0.1987305,0.862793,12.18321,10.19084,-0.3664122
-0.3276367,0.3530273,0.8217773,-36.03053,16.48855,14.19847
-0.4863281,0.3349609,0.5727539,-20.84733,28.45038,48.51145
-0.5341797,0.3481445,0.8808594,-54.19084,18.0229,49.9542
-0.34375,0.2255859,0.8720703,-69.1145,4.961832,8.832061
-0.3598633,0.08740234,0.921875,-14.61832,-6.801527,-1.687023
-0.4848633,0.2924805,1.097656,39.19847,-12.9084,22.58779
-0.4194336,0.2885742,0.7133789,-2.480916,18.91603,4.625954
-0.6450195,0.3095703,0.8564453,-33.71756,25.48092,24.53435
-0.402832,0.1518555,0.9560546,-38.61832,10.96947,15.75572
-0.4267578,-0.01220703,0.8124999,-28.96183,-27.58778,35.64885
-0.6904297,0.1850586,0.9985352,34.83206,4.763359,32.9542
-0.4057617,0.2045898,0.8017578,-15.43511,25.9771,19.65649
-0.5136719,0.2280273,0.8232422,-38.38931,-12.94656,5.21374
-0.2734375,0.1860352,0.8344727,-19.48855,7.740458,15.58779
-0.4213867,0.1621094,0.7182617,-9.236641,-14.34351,9.458015
-0.753418,0.2822266,0.8471681,-0.9312977,8.59542,-17.53435
-0.4492188,0.3496094,0.7290039,45.05344,29.30534,-12.38168
-0.6303711,0.3618164,0.7792969,-16.37405,-4.236641,-1.748092
-0.3125,0.215332,0.8432617,-8.755725,-12.87786,-28.08397
-0.4150391,0.234375,0.8608398,26.61069,-5.053435,-21.75573
-0.7294922,0.4643555,0.690918,65.16031,-12.1145,-41.8168
-0.4921875,0.4282227,0.5566406,18.0229,-23.49618,-40.68702
-0.6430664,0.4501954,0.6884766,-35.92366,-27.54198,-33.23664
-0.4472656,0.4106445,0.6943359,4.427481,-8.625955,-44.07634
-0.5571289,0.3295898,0.6357422,28.30534,-17.75573,-25.78626
-0.8779297,0.5107422,0.65625,66.61832,0.2519084,-40.19847
-0.4946289,0.4282227,0.5415039,28.59542,-12.09924,-31.83206
-0.6455078,0.4833984,0.6821289,-26.74046,-19.44275,-7.519084
-0.4960938,0.3305664,0.7294922,-18.55725,1.19084,-10.58779
-0.5849609,0.2871094,0.6572266,20.0687,10.56489,2.206107
-0.6616211,0.3984375,0.7402344,23.70992,15,7.358778
-0.5463867,0.4697266,0.5170898,-27.22137,22.61832,15.78626
-0.7250977,0.4516602,0.7539063,-63.03817,6.91603,17.26718
-0.4013672,0.347168,0.703125,-28.19084,25.13741,45.32061
